Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
H,302.6,310.4,1409.0,53.3,52.0,0,0,0,0,0,0
M,302.6,310.5,1420.0,56.4,57.0,0,0,0,0,0,0
L,302.7,310.5,1511.0,37.7,60.0,0,0,0,0,0,0
H,302.6,310.4,1649.0,30.1,62.0,0,0,0,0,0,0
L,302.6,310.4,1359.0,57.2,67.0,1,0,1,0,0,0
M,302.5,310.4,1605.0,36.0,69.0,0,0,0,0,0,0
L,302.5,310.3,1523.0,36.0,72.0,0,0,0,0,0,0
H,302.6,310.4,1614.0,36.0,74.0,0,0,0,0,0,0
H,302.6,310.3,1721.0,27.4,79.0,0,0,0,0,0,0
L,302.6,310.4,1638.0,36.2,84.0,0,0,0,0,0,0
L,302.5,310.2,1307.0,54.0,86.0,1,0,1,0,0,0
L,302.4,310.2,1642.0,28.3,88.0,0,0,0,0,0,0
M,302.5,310.2,1751.0,30.5,90.0,0,0,0,0,0,0
L,302.4,310.1,1645.0,31.6,93.0,0,0,0,0,0,0
L,302.4,310.1,1426.0,46.8,95.0,0,0,0,0,0,0
M,302.4,310.1,1520.0,36.6,97.0,0,0,0,0,0,0
L,302.4,310.1,1709.0,31.8,100.0,0,0,0,0,0,0
L,302.4,310.0,1426.0,46.6,102.0,0,0,0,0,0,0
L,302.4,310.1,1429.0,43.7,104.0,0,0,0,0,0,0
L,302.4,310.2,1346.0,62.4,106.0,1,0,1,0,0,0
L,302.5,310.2,1454.0,43.0,108.0,0,0,0,0,0,0
M,302.5,310.3,1411.0,49.5,110.0,0,0,0,0,0,0
L,302.4,310.3,1900.0,24.4,113.0,0,0,0,0,0,0
L,302.4,310.3,1479.0,36.2,115.0,0,0,0,0,0,0
L,302.5,310.4,1415.0,48.2,117.0,0,0,0,0,0,0
L,302.5,310.3,1539.0,39.0,119.0,0,0,0,0,0,0
L,302.4,310.3,1520.0,31.6,121.0,0,0,0,0,0,0
L,302.4,310.3,1480.0,45.8,123.0,0,0,0,0,0,0
L,302.4,310.4,1666.0,29.7,125.0,0,0,0,0,0,0
L,302.4,310.4,1456.0,47.6,127.0,0,0,0,0,0,0
L,302.4,310.4,1865.0,23.9,129.0,0,0,0,0,0,0
M,302.5,310.5,1918.0,21.6,131.0,0,0,0,0,0,0
L,302.5,310.4,1488.0,48.4,134.0,0,0,0,0,0,0
M,302.5,310.5,1527.0,38.8,136.0,0,0,0,0,0,0
M,302.4,310.4,1463.0,42.2,139.0,0,0,0,0,0,0
L,302.4,310.4,1521.0,38.5,142.0,0,0,0,0,0,0
M,302.4,310.5,1372.0,45.7,144.0,1,0,1,0,0,0
L,302.5,310.5,1507.0,39.5,147.0,0,0,0,0,0,0
M,302.4,310.4,1586.0,34.3,149.0,0,0,0,0,0,0
L,302.5,310.4,1487.0,42.0,152.0,0,0,0,0,0,0
L,302.5,310.5,1520.0,41.2,154.0,0,0,0,0,0,0
H,302.5,310.4,1422.0,41.9,156.0,0,0,0,0,0,0
M,302.4,310.3,1375.0,52.5,161.0,1,0,1,0,0,0
L,302.4,310.2,1633.0,28.0,164.0,0,0,0,0,0,0
L,302.4,310.2,1503.0,36.2,166.0,0,0,0,0,0,0
L,302.4,310.2,1351.0,45.1,168.0,1,0,1,0,0,0
L,302.3,310.2,1548.0,35.3,170.0,0,0,0,0,0,0
L,302.4,310.3,1923.0,23.3,172.0,0,0,0,0,0,0
L,302.5,310.3,1592.0,32.6,174.0,0,0,0,0,0,0
M,302.5,310.4,1580.0,35.6,176.0,0,0,0,0,0,0
L,302.5,310.4,1427.0,46.8,179.0,0,0,0,0,0,0
M,302.5,310.4,1581.0,32.7,181.0,0,0,0,0,0,0
M,302.6,310.5,1542.0,39.9,184.0,0,0,0,0,0,0
L,302.5,310.4,1349.0,55.1,187.0,1,0,1,0,0,0
L,302.5,310.5,1463.0,43.0,189.0,0,0,0,0,0,0
M,302.5,310.4,1429.0,43.2,191.0,0,0,0,0,0,0
M,302.5,310.4,1451.0,53.6,194.0,0,0,0,0,0,0
L,302.6,310.5,1511.0,37.2,197.0,0,0,0,0,0,0
L,302.6,310.6,1549.0,37.5,199.0,0,0,0,0,0,0
M,302.5,310.5,1507.0,40.2,201.0,0,0,0,0,0,0
M,302.6,310.5,1524.0,33.7,204.0,0,0,0,0,0,0
M,302.7,310.5,1880.0,22.7,207.0,0,0,0,0,0,0
L,302.6,310.5,1461.0,45.4,0.0,0,0,0,0,0,0
L,302.6,310.5,1748.0,28.2,2.0,0,0,0,0,0,0
L,302.7,310.6,1690.0,26.7,4.0,0,0,0,0,0,0
M,302.7,310.6,1349.0,51.2,6.0,1,0,1,0,0,0
L,302.7,310.6,1686.0,26.3,9.0,0,0,0,0,0,0
L,302.7,310.7,1369.0,47.5,11.0,1,0,1,0,0,0
L,302.7,310.7,1433.0,43.7,13.0,0,0,0,0,0,0
L,302.7,310.7,1597.0,41.9,15.0,0,0,0,0,0,0
L,302.9,310.8,1610.0,32.2,17.0,0,0,0,0,0,0
L,302.7,310.7,1398.0,57.7,19.0,0,0,0,0,0,0
L,302.7,310.7,1977.0,20.0,21.0,0,0,0,0,0,0
L,302.8,310.8,1516.0,39.5,23.0,0,0,0,0,0,0
H,302.7,310.8,1275.0,55.0,25.0,1,0,1,0,0,0
L,302.8,310.8,1402.0,50.5,30.0,0,0,0,0,0,0
M,302.8,310.8,1451.0,44.7,32.0,0,0,0,0,0,0
M,302.7,310.8,1555.0,36.1,35.0,0,0,0,0,0,0
L,302.8,310.9,1636.0,35.0,38.0,0,0,0,0,0,0
L,302.8,310.9,1312.0,52.2,40.0,1,0,1,0,0,0
L,302.8,310.9,1708.0,29.8,42.0,0,0,0,0,0,0
M,302.9,311.0,1556.0,36.5,44.0,0,0,0,0,0,0
H,302.8,311.0,1436.0,43.5,47.0,0,0,0,0,0,0
M,302.9,311.0,1402.0,40.7,52.0,0,0,0,0,0,0
M,302.9,311.0,1437.0,49.9,55.0,0,0,0,0,0,0
M,302.9,311.1,1926.0,21.8,58.0,0,0,0,0,0,0
L,303.0,311.2,1800.0,23.7,61.0,0,0,0,0,0,0
L,303.0,311.2,1641.0,32.6,63.0,0,0,0,0,0,0
L,303.0,311.2,1374.0,48.2,65.0,1,0,1,0,0,0
L,303.0,311.2,1494.0,37.0,67.0,0,0,0,0,0,0
L,303.0,311.2,1601.0,32.9,69.0,0,0,0,0,0,0
L,302.9,311.2,1634.0,36.9,71.0,0,0,0,0,0,0
M,302.9,311.2,1467.0,37.7,73.0,0,0,0,0,0,0
L,302.8,311.1,1550.0,32.3,76.0,0,0,0,0,0,0
L,302.8,311.1,1563.0,32.2,78.0,0,0,0,0,0,0
L,302.7,310.9,1395.0,48.3,80.0,0,0,0,0,0,0
M,302.8,311.0,1507.0,33.4,82.0,0,0,0,0,0,0
L,302.8,311.0,1564.0,38.5,85.0,0,0,0,0,0,0
L,302.8,311.1,1721.0,30.0,87.0,0,0,0,0,0,0
L,302.8,311.1,1456.0,36.1,89.0,0,0,0,0,0,0
H,302.9,311.2,2102.0,17.8,91.0,0,0,0,0,0,0
L,302.9,311.1,1555.0,33.9,96.0,0,0,0,0,0,0
L,303.0,311.2,1409.0,41.9,98.0,0,0,0,0,0,0
M,303.0,311.2,1387.0,41.4,100.0,0,0,0,0,0,0
M,303.0,311.2,1460.0,43.9,103.0,0,0,0,0,0,0
L,303.0,311.2,1361.0,47.6,106.0,1,0,1,0,0,0
M,303.0,311.1,1490.0,43.0,108.0,0,0,0,0,0,0
L,303.1,311.2,1399.0,49.2,111.0,0,0,0,0,0,0
L,303.1,311.1,1420.0,55.8,113.0,0,0,0,0,0,0
L,303.0,311.0,1359.0,44.2,115.0,1,0,1,0,0,0
M,303.0,311.1,1372.0,54.3,117.0,1,0,1,0,0,0
M,303.0,311.0,1409.0,41.7,120.0,0,0,0,0,0,0
H,302.9,311.0,1452.0,58.3,123.0,0,0,0,0,0,0
L,302.9,311.0,1820.0,24.6,128.0,0,0,0,0,0,0
H,302.9,311.0,1469.0,48.7,130.0,0,0,0,0,0,0
L,302.9,311.1,1556.0,45.3,135.0,0,0,0,0,0,0
L,303.0,311.1,1980.0,20.2,137.0,0,0,0,0,0,0
M,303.0,311.2,1519.0,38.0,139.0,0,0,0,0,0,0
L,303.0,311.2,1456.0,44.0,142.0,0,0,0,0,0,0
L,303.1,311.2,1394.0,45.3,144.0,0,0,0,0,0,0
L,303.0,311.3,1365.0,56.2,146.0,1,0,1,0,0,0
L,303.0,311.3,2194.0,16.5,148.0,0,0,0,0,0,0
L,303.1,311.3,1403.0,55.6,150.0,0,0,0,0,0,0
H,303.0,311.2,1503.0,37.0,152.0,0,0,0,0,0,0
L,303.0,311.3,1793.0,29.3,157.0,0,0,0,0,0,0
L,303.1,311.4,1829.0,24.5,159.0,0,0,0,0,0,0
M,303.1,311.4,1831.0,23.3,161.0,0,0,0,0,0,0
M,303.0,311.3,1335.0,53.6,164.0,1,0,1,0,0,0
H,303.1,311.3,2056.0,19.7,167.0,0,0,0,0,0,0
L,303.1,311.3,1336.0,52.6,172.0,1,0,1,0,0,0
L,303.0,311.2,1341.0,51.0,174.0,1,0,1,0,0,0
M,303.0,311.1,1526.0,37.3,176.0,0,0,0,0,0,0
L,303.0,311.1,1525.0,40.7,179.0,0,0,0,0,0,0
M,303.0,311.1,1428.0,39.8,181.0,0,0,0,0,0,0
L,303.0,311.2,1511.0,45.7,184.0,0,0,0,0,0,0
L,303.0,311.2,1664.0,29.8,186.0,0,0,0,0,0,0
M,303.0,311.2,1592.0,38.9,188.0,0,0,0,0,0,0
M,303.0,311.1,1597.0,36.7,191.0,0,0,0,0,0,0
L,303.0,311.2,1735.0,26.1,194.0,0,0,0,0,0,0
L,302.9,311.2,1751.0,23.8,196.0,0,0,0,0,0,0
L,303.0,311.2,1383.0,44.6,198.0,0,0,0,0,0,0
M,302.9,311.2,1330.0,53.7,200.0,1,0,1,0,0,0
L,303.0,311.2,1382.0,50.5,203.0,0,0,0,0,0,0
L,303.0,311.2,1755.0,30.4,205.0,0,0,0,0,0,0
M,303.0,311.2,1614.0,35.7,207.0,0,0,0,0,0,0
L,303.0,311.3,1466.0,43.0,210.0,0,0,0,0,0,0
M,303.1,311.3,1847.0,24.7,212.0,0,0,0,0,0,0
L,303.1,311.3,1474.0,34.8,215.0,0,0,0,0,0,0
L,303.1,311.3,1657.0,31.8,217.0,0,0,0,0,0,0
L,303.1,311.2,1435.0,40.1,219.0,0,0,0,0,0,0
H,303.1,311.3,1494.0,42.7,221.0,0,0,0,0,0,0
L,303.2,311.4,1238.0,54.6,226.0,1,0,1,0,1,0
L,303.2,311.4,1324.0,54.2,228.0,1,0,1,0,1,0
L,303.2,311.4,1514.0,41.2,230.0,0,0,0,0,0,0
L,303.3,311.4,1732.0,25.6,232.0,0,0,0,0,0,0
L,303.3,311.4,1497.0,46.0,234.0,1,1,0,0,0,0
L,303.3,311.4,1958.0,21.5,0.0,0,0,0,0,0,0
L,303.3,311.4,1630.0,32.5,2.0,0,0,0,0,0,0
M,303.3,311.4,1395.0,59.1,4.0,0,0,0,0,0,0
L,303.3,311.4,1658.0,30.5,7.0,0,0,0,0,0,0
L,303.2,311.4,1349.0,51.1,9.0,1,0,1,0,0,0
L,303.1,311.2,1452.0,52.9,11.0,0,0,0,0,0,0
M,303.1,311.1,1594.0,35.5,13.0,0,0,0,0,0,0
M,303.1,311.0,1510.0,47.6,16.0,0,0,0,0,0,0
L,303.1,311.1,1854.0,22.6,19.0,0,0,0,0,0,0
L,303.1,311.2,1626.0,32.3,21.0,0,0,0,0,0,0
L,303.1,311.2,1628.0,35.2,23.0,0,0,0,0,0,0
L,303.1,311.2,1679.0,34.8,25.0,0,0,0,0,0,0
M,303.1,311.2,1489.0,44.5,27.0,0,0,0,0,0,0
L,303.2,311.2,1439.0,43.9,30.0,0,0,0,0,0,0
L,303.3,311.3,1350.0,48.1,32.0,1,0,1,0,0,0
H,303.3,311.2,1607.0,31.7,34.0,0,0,0,0,0,0
L,303.3,311.3,1389.0,53.9,39.0,0,0,0,0,0,0
M,303.3,311.3,1566.0,46.1,41.0,0,0,0,0,0,0
M,303.4,311.4,1307.0,54.0,44.0,1,0,1,0,0,0
M,303.3,311.5,1569.0,36.6,47.0,0,0,0,0,0,0
H,303.3,311.4,1651.0,30.6,50.0,0,0,0,0,0,0
H,303.3,311.4,1692.0,27.9,55.0,0,0,0,0,0,0
M,303.3,311.5,1373.0,47.3,60.0,1,0,1,0,0,0
L,303.2,311.4,1610.0,35.5,63.0,0,0,0,0,0,0
L,303.3,311.4,1511.0,43.4,65.0,0,0,0,0,0,0
L,303.3,311.5,1412.0,55.6,67.0,0,0,0,0,0,0
L,303.4,311.5,1501.0,36.2,69.0,0,0,0,0,0,0
L,303.4,311.5,1414.0,44.8,71.0,0,0,0,0,0,0
H,303.5,311.5,1629.0,33.5,73.0,0,0,0,0,0,0
L,303.4,311.5,1879.0,21.3,78.0,0,0,0,0,0,0
H,303.5,311.6,1466.0,47.0,80.0,0,0,0,0,0,0
H,303.6,311.7,1476.0,40.1,85.0,0,0,0,0,0,0
L,303.6,311.8,1695.0,30.7,90.0,0,0,0,0,0,0
L,303.6,311.7,1491.0,39.8,92.0,0,0,0,0,0,0
M,303.6,311.8,1659.0,34.7,94.0,0,0,0,0,0,0
L,303.6,311.8,1567.0,31.7,97.0,0,0,0,0,0,0
L,303.6,311.8,1736.0,32.9,99.0,0,0,0,0,0,0
M,303.6,311.8,1421.0,44.8,101.0,1,0,0,0,0,0
M,303.6,311.8,1627.0,30.8,104.0,0,0,0,0,0,0
M,303.5,311.6,1562.0,34.2,107.0,0,0,0,0,0,0
L,303.5,311.6,2183.0,17.0,110.0,0,0,0,0,0,0
L,303.5,311.6,1577.0,38.1,112.0,0,0,0,0,0,0
M,303.4,311.5,1560.0,36.4,114.0,0,0,0,0,0,0
M,303.4,311.5,1483.0,43.0,117.0,0,0,0,0,0,0
L,303.5,311.5,1535.0,33.3,120.0,0,0,0,0,0,0
M,303.4,311.4,1606.0,29.6,122.0,0,0,0,0,0,0
M,303.4,311.5,1817.0,24.7,125.0,0,0,0,0,0,0
L,303.4,311.5,1424.0,50.8,128.0,0,0,0,0,0,0
L,303.3,311.6,1514.0,34.7,130.0,0,0,0,0,0,0
L,303.4,311.6,1449.0,41.7,132.0,0,0,0,0,0,0
M,303.5,311.6,1573.0,34.0,134.0,0,0,0,0,0,0
L,303.4,311.6,1564.0,41.9,137.0,0,0,0,0,0,0
L,303.5,311.6,1428.0,46.2,139.0,0,0,0,0,0,0
L,303.5,311.7,1620.0,31.0,141.0,0,0,0,0,0,0
H,303.5,311.7,1584.0,32.7,143.0,0,0,0,0,0,0
L,303.6,311.8,1222.0,66.8,148.0,1,0,1,0,0,0
M,303.6,311.8,1432.0,42.5,150.0,0,0,0,0,0,0
L,303.7,311.9,1561.0,33.3,153.0,0,0,0,0,0,0
L,303.6,311.8,1614.0,33.2,155.0,0,0,0,0,0,0
L,303.5,311.7,1959.0,22.3,157.0,0,0,0,0,0,0
L,303.5,311.8,1944.0,23.5,159.0,0,0,0,0,0,0
L,303.4,311.7,1793.0,25.8,161.0,0,0,0,0,0,0
M,303.4,311.6,1446.0,50.0,163.0,0,0,0,0,0,0
L,303.4,311.7,1673.0,32.2,166.0,0,0,0,0,0,0
M,303.4,311.7,1515.0,44.2,168.0,0,0,0,0,0,0
L,303.4,311.8,1564.0,35.9,171.0,0,0,0,0,0,0
L,303.5,311.8,1451.0,45.2,173.0,0,0,0,0,0,0
H,303.4,311.8,1693.0,28.3,175.0,0,0,0,0,0,0
L,303.4,311.7,1476.0,42.3,180.0,0,0,0,0,0,0
L,303.4,311.6,1712.0,30.1,182.0,0,0,0,0,0,0
M,303.4,311.6,1425.0,45.4,184.0,0,0,0,0,0,0
L,303.3,311.6,1337.0,56.8,187.0,1,0,1,0,0,0
M,303.4,311.7,1690.0,34.9,189.0,0,0,0,0,0,0
M,303.4,311.7,1353.0,44.1,192.0,1,0,1,0,0,0
L,303.5,311.8,1927.0,21.9,195.0,0,0,0,0,0,0
M,303.4,311.8,1391.0,42.7,197.0,0,0,0,0,0,0
L,303.4,311.8,1366.0,50.9,200.0,1,0,1,0,0,0
L,303.4,311.9,1771.0,31.6,202.0,0,0,0,0,0,0
M,303.4,311.8,1515.0,42.6,204.0,0,0,0,0,0,0
M,303.4,311.8,2133.0,18.3,207.0,0,0,0,0,0,0
M,303.4,311.8,1341.0,47.0,210.0,1,0,1,0,0,0
L,303.4,311.7,1406.0,47.1,213.0,0,0,0,0,0,0
L,303.4,311.8,1306.0,61.0,215.0,1,0,1,0,1,0
L,303.3,311.7,1508.0,35.5,217.0,0,0,0,0,0,0
L,303.3,311.6,1301.0,45.1,219.0,1,0,1,0,0,0
L,303.3,311.7,1539.0,38.5,221.0,0,0,0,0,0,0
L,303.3,311.6,1484.0,44.6,223.0,0,0,0,0,0,0
L,303.2,311.5,1507.0,39.2,225.0,0,0,0,0,0,0
L,303.2,311.5,1544.0,42.5,227.0,0,0,0,0,0,0
L,303.2,311.5,1513.0,37.9,0.0,0,0,0,0,0,0
M,303.2,311.5,1336.0,58.2,2.0,1,0,1,0,0,0
M,303.2,311.4,2102.0,19.0,5.0,0,0,0,0,0,0
L,303.2,311.4,1351.0,53.8,8.0,1,0,1,0,0,0
L,303.3,311.5,1601.0,35.2,10.0,0,0,0,0,0,0
L,303.2,311.3,1393.0,52.9,12.0,0,0,0,0,0,0
L,303.3,311.3,1592.0,33.7,14.0,0,0,0,0,0,0
L,303.3,311.3,1409.0,51.8,16.0,0,0,0,0,0,0
L,303.3,311.3,1393.0,47.4,18.0,0,0,0,0,0,0
H,303.2,311.2,1475.0,43.1,20.0,0,0,0,0,0,0
L,303.2,311.2,1427.0,45.6,25.0,0,0,0,0,0,0
L,303.3,311.2,1763.0,27.3,27.0,0,0,0,0,0,0
L,303.2,311.2,1363.0,46.7,29.0,1,0,1,0,0,0
L,303.2,311.2,1404.0,50.9,31.0,0,0,0,0,0,0
M,303.2,311.2,1688.0,31.9,33.0,0,0,0,0,0,0
L,303.3,311.4,1510.0,37.3,36.0,0,0,0,0,0,0
H,303.3,311.3,1502.0,39.5,38.0,0,0,0,0,0,0
H,303.2,311.4,1607.0,36.6,43.0,0,0,0,0,0,0
M,303.3,311.5,1384.0,54.8,48.0,0,0,0,0,0,0
L,303.4,311.7,1295.0,51.3,51.0,1,0,1,0,0,0
H,303.4,311.7,1991.0,19.0,53.0,0,0,0,0,0,0
L,303.4,311.6,1497.0,42.8,58.0,0,0,0,0,0,0
L,303.5,311.6,1465.0,48.7,60.0,0,0,0,0,0,0
L,303.5,311.6,1361.0,46.5,62.0,1,0,1,0,0,0
L,303.6,311.7,1546.0,38.5,64.0,0,0,0,0,0,0
H,303.7,311.9,1332.0,52.7,66.0,1,0,1,0,0,0
M,303.7,312.0,2663.0,11.4,71.0,1,0,0,1,0,0
L,303.7,312.1,1443.0,45.9,74.0,0,0,0,0,0,0
M,303.7,312.0,1402.0,48.6,76.0,0,0,0,0,0,0
L,303.7,312.0,1892.0,22.5,79.0,0,0,0,0,0,0
M,303.6,312.0,1645.0,35.7,81.0,0,0,0,0,0,0
L,303.6,311.9,1473.0,50.1,84.0,0,0,0,0,0,0
L,303.6,312.0,1309.0,52.9,86.0,1,0,1,0,0,0
H,303.6,311.9,1544.0,37.1,88.0,0,0,0,0,0,0
L,303.5,311.9,1344.0,49.3,93.0,1,0,1,0,0,0
M,303.6,311.9,1617.0,36.0,95.0,0,0,0,0,0,0
M,303.6,312.0,1435.0,37.9,98.0,0,0,0,0,0,0
L,303.6,312.0,1391.0,50.3,101.0,0,0,0,0,0,0
L,303.6,312.0,1827.0,23.3,103.0,0,0,0,0,0,0
L,303.5,312.0,1761.0,25.8,105.0,0,0,0,0,0,0
L,303.5,312.1,1522.0,36.4,107.0,0,0,0,0,0,0
M,303.5,312.2,1818.0,23.6,109.0,0,0,0,0,0,0
H,303.6,312.2,1371.0,54.6,112.0,1,0,1,0,0,0
L,303.7,312.3,1511.0,38.9,117.0,0,0,0,0,0,0
L,303.7,312.4,1404.0,46.6,119.0,0,0,0,0,0,0
L,303.7,312.3,1384.0,45.9,121.0,0,0,0,0,0,0
L,303.8,312.5,1368.0,52.6,123.0,0,0,0,0,0,0
L,303.7,312.5,1641.0,36.0,125.0,0,0,0,0,0,0
L,303.9,312.6,1642.0,32.3,127.0,0,0,0,0,0,0
H,303.9,312.7,1401.0,50.0,129.0,0,0,0,0,0,0
L,303.8,312.6,1577.0,41.3,134.0,0,0,0,0,0,0
L,303.7,312.6,1396.0,44.1,136.0,0,0,0,0,0,0
H,303.7,312.6,1514.0,35.5,138.0,0,0,0,0,0,0
L,303.8,312.8,1646.0,35.8,143.0,0,0,0,0,0,0
L,303.8,312.8,1443.0,40.7,145.0,0,0,0,0,0,0
M,303.7,312.7,1469.0,48.5,147.0,0,0,0,0,0,0
H,303.7,312.7,1564.0,40.2,150.0,0,0,0,0,0,0
H,303.6,312.6,1498.0,40.2,155.0,0,0,0,0,0,0
L,303.6,312.6,1699.0,27.9,160.0,0,0,0,0,0,0
L,303.6,312.5,1431.0,49.0,162.0,0,0,0,0,0,0
L,303.5,312.4,1390.0,47.3,164.0,0,0,0,0,0,0
L,303.5,312.5,1380.0,46.1,166.0,0,0,0,0,0,0
L,303.5,312.5,1457.0,46.4,168.0,0,0,0,0,0,0
L,303.5,312.5,1418.0,42.2,170.0,0,0,0,0,0,0
M,303.5,312.5,1353.0,51.0,172.0,0,0,0,0,0,0
L,303.5,312.4,1574.0,32.7,175.0,0,0,0,0,0,0
M,303.5,312.4,1318.0,54.2,177.0,0,0,0,0,0,0
L,303.6,312.5,1710.0,31.4,180.0,0,0,0,0,0,0
L,303.7,312.6,1621.0,38.8,182.0,0,0,0,0,0,0
L,303.6,312.6,1606.0,33.6,184.0,0,0,0,0,0,0
H,303.6,312.5,1375.0,54.0,186.0,0,0,0,0,0,0
L,303.5,312.4,1503.0,36.5,191.0,0,0,0,0,0,0
L,303.5,312.3,1404.0,48.6,193.0,0,0,0,0,0,0
L,303.4,312.2,1656.0,32.7,195.0,0,0,0,0,0,0
M,303.4,312.1,1499.0,39.4,197.0,0,0,0,0,0,0
M,303.4,312.0,1748.0,28.4,200.0,0,0,0,0,0,0
L,303.4,311.9,1531.0,37.9,203.0,0,0,0,0,0,0
M,303.3,311.8,1536.0,40.6,205.0,0,0,0,0,0,0
L,303.4,311.8,1401.0,53.0,208.0,1,0,0,0,1,0
H,303.4,311.9,1534.0,33.2,210.0,0,0,0,0,0,0
L,303.4,312.0,1521.0,35.9,215.0,1,1,0,0,0,0
L,303.5,312.1,1674.0,30.8,0.0,0,0,0,0,0,0
M,303.6,312.1,1967.0,20.9,2.0,0,0,0,0,0,0
L,303.6,312.2,1696.0,30.7,5.0,0,0,0,0,0,0
M,303.6,312.1,1627.0,32.5,7.0,0,0,0,0,0,0
L,303.5,311.9,1405.0,45.6,10.0,0,0,0,0,0,0
L,303.5,311.9,1565.0,38.9,12.0,0,0,0,0,0,0
L,303.5,311.9,1493.0,38.7,14.0,0,0,0,0,0,0
L,303.4,311.8,1499.0,45.0,16.0,0,0,0,0,0,0
L,303.3,311.8,1692.0,30.6,18.0,0,0,0,0,0,0
L,303.4,311.8,2268.0,15.8,20.0,0,0,0,0,0,0
L,303.4,311.8,1438.0,58.9,22.0,0,0,0,0,0,0
L,303.5,311.9,1515.0,39.2,24.0,0,0,0,0,0,0
L,303.4,311.9,1491.0,38.2,26.0,0,0,0,0,0,0
L,303.5,312.0,1756.0,29.7,28.0,0,0,0,0,0,0
L,303.5,312.0,1366.0,54.5,30.0,1,0,1,0,0,0
L,303.5,312.0,1436.0,45.1,32.0,0,0,0,0,0,0
L,303.4,311.9,1377.0,41.6,34.0,1,0,1,0,0,0
M,303.4,311.9,1510.0,42.2,36.0,0,0,0,0,0,0
M,303.4,311.9,1419.0,50.9,39.0,0,0,0,0,0,0
L,303.3,311.8,1315.0,62.0,42.0,1,0,1,0,0,0
H,303.3,311.8,1806.0,27.7,44.0,0,0,0,0,0,0
H,303.3,311.8,1649.0,29.4,49.0,0,0,0,0,0,0
H,303.4,311.9,1402.0,50.0,54.0,0,0,0,0,0,0
L,303.4,311.9,1298.0,63.9,59.0,1,0,1,0,0,0
M,303.3,311.8,1441.0,44.9,61.0,0,0,0,0,0,0
M,303.3,311.8,1489.0,49.4,64.0,0,0,0,0,0,0
L,303.3,311.8,1842.0,24.5,67.0,0,0,0,0,0,0
M,303.4,311.8,1316.0,50.9,69.0,1,0,1,0,0,0
M,303.3,311.8,1583.0,33.3,72.0,0,0,0,0,0,0
M,303.3,311.8,1548.0,33.5,75.0,0,0,0,0,0,0
L,303.4,311.9,1434.0,44.6,78.0,0,0,0,0,0,0
H,303.5,312.0,1397.0,52.9,80.0,0,0,0,0,0,0
M,303.5,312.0,1475.0,42.9,85.0,0,0,0,0,0,0
L,303.5,312.0,1441.0,56.8,88.0,0,0,0,0,0,0
L,303.7,312.1,1363.0,51.8,90.0,1,0,1,0,0,0
L,303.7,312.2,1619.0,34.9,92.0,0,0,0,0,0,0
L,303.7,312.2,1487.0,34.0,94.0,0,0,0,0,0,0
L,303.7,312.2,1568.0,33.8,96.0,0,0,0,0,0,0
L,303.7,312.3,1375.0,46.2,98.0,0,0,0,0,0,0
M,303.6,312.3,1698.0,31.3,100.0,0,0,0,0,0,0
L,303.7,312.3,1606.0,37.4,103.0,0,0,0,0,0,0
L,303.7,312.3,1349.0,51.0,105.0,0,0,0,0,0,0
L,303.7,312.4,1535.0,38.6,107.0,0,0,0,0,0,0
M,303.6,312.4,1504.0,49.5,109.0,0,0,0,0,0,0
L,303.5,312.3,1946.0,21.1,112.0,0,0,0,0,0,0
L,303.5,312.1,1326.0,55.7,114.0,0,0,0,0,0,0
M,303.6,312.3,1915.0,22.3,116.0,0,0,0,0,0,0
L,303.6,312.3,1451.0,43.4,119.0,0,0,0,0,0,0
M,303.5,312.3,1624.0,34.8,121.0,0,0,0,0,0,0
L,303.6,312.4,1781.0,28.7,124.0,0,0,0,0,0,0
L,303.6,312.5,1345.0,54.1,126.0,0,0,0,0,0,0
L,303.6,312.4,1418.0,46.0,128.0,0,0,0,0,0,0
L,303.7,312.4,1718.0,26.5,130.0,0,0,0,0,0,0
M,303.7,312.4,1631.0,28.5,132.0,0,0,0,0,0,0
L,303.7,312.4,1513.0,40.1,135.0,0,0,0,0,0,0
L,303.7,312.4,1316.0,59.3,137.0,0,0,0,0,0,0
M,303.7,312.4,1474.0,38.8,139.0,0,0,0,0,0,0
L,303.8,312.5,1619.0,30.9,142.0,0,0,0,0,0,0
L,303.7,312.4,1702.0,31.2,144.0,0,0,0,0,0,0
M,303.7,312.4,1540.0,37.4,146.0,0,0,0,0,0,0
M,303.7,312.4,1546.0,33.7,149.0,0,0,0,0,0,0
L,303.7,312.4,1348.0,51.0,152.0,0,0,0,0,0,0
H,303.7,312.5,1520.0,35.6,154.0,0,0,0,0,0,0
M,303.8,312.6,1527.0,41.9,159.0,0,0,0,0,0,0
M,303.8,312.6,1406.0,47.1,162.0,0,0,0,0,0,0
L,303.7,312.5,1462.0,46.2,165.0,0,0,0,0,0,0
M,303.8,312.6,1684.0,29.3,167.0,0,0,0,0,0,0
H,303.8,312.5,1655.0,28.0,170.0,0,0,0,0,0,0
H,303.8,312.5,1748.0,25.1,175.0,0,0,0,0,0,0
L,303.8,312.5,1372.0,45.7,180.0,0,0,0,0,0,0
L,303.7,312.5,1481.0,33.3,182.0,0,0,0,0,0,0
